geslacht,gebjaar,aantalhh,burgstat,nettoink,oplcat
1,1944,2,1,4500,3
2,1963,6,1,250,4
2,1937,2,1,638,4
1,1945,4,1,2400,2
2,1999,6,5,0,1
1,1931,2,1,1649,3
1,2003,5,5,0,1
2,1952,2,1,0,2
2,1993,3,5,0,1
2,1945,2,1,-13,2
2,1965,7,1,150,2
1,1953,4,1,6000,3
1,1943,2,1,3600,6
1,1968,2,5,2600,5
1,1978,3,1,2350,6
1,1971,4,5,1500,4
1,1999,5,5,0,1
2,1989,2,5,0,2
1,2000,5,5,0,1
1,1953,4,1,1600,2
1,1956,2,1,3500,2
2,1981,1,5,1250,1
1,1959,3,1,2600,4
2,1949,2,1,250,2
1,1988,3,5,750,4
2,1947,3,1,0,2
1,1945,2,1,3500,6
1,2003,5,5,0,1
2,1947,2,1,1600,2
1,1998,3,5,0,1
2,1993,4,5,0,1
1,1990,4,5,80,2
2,1941,2,1,750,1
1,2005,5,5,0,NA
1,1970,2,5,750,4
2,1961,4,1,1500,5
2,1976,4,5,2750,5
1,1967,1,5,1357,2
1,1946,2,1,1750,2
2,1985,3,5,0,2
2,1964,4,1,1250,4
2,1968,4,1,250,1
2,1936,2,1,600,2
1,1998,4,5,0,1
1,1970,1,3,1400,4
1,1987,2,5,250,1
2,1965,4,1,0,2
2,1959,3,1,1000,5
1,1970,1,5,1500,1
1,1946,2,1,1942,5
1,1975,4,1,1750,1
1,1976,4,1,3000,2
2,1963,1,5,876,2
1,1971,4,1,2500,6
1,1963,4,1,1750,6
1,1968,4,1,2600,5
2,1962,4,1,810,4
2,2003,5,5,0,NA
2,1961,5,1,1000,4
2,1956,2,1,920,2
1,1988,4,5,-13,4
1,1990,4,5,0,1
2,1955,2,1,2250,2
2,2004,5,5,0,NA
1,1941,2,1,3600,3
2,1958,1,4,1770,5
1,1974,4,5,1250,4
1,1932,2,1,1170,2
2,1994,5,5,0,1
2,1972,2,1,750,4
1,1946,1,4,750,2
2,1987,4,5,1250,2
2,1980,2,1,1700,4
1,1945,2,1,1500,2
1,1989,4,5,1250,3
1,1976,4,1,1750,2
1,1977,2,3,1615,4
1,1949,2,1,4000,5
1,1963,4,1,-13,4
2,1999,7,5,0,1
1,1985,1,5,900,2
1,1986,3,5,0,2
1,1989,5,5,0,2
2,1946,2,1,147,1
1,1971,5,1,2100,5
2,2002,5,5,0,1
1,1927,2,1,1729,2
1,1985,2,5,1350,5
2,1947,2,1,3100,6
1,1984,5,5,1250,5
1,1964,4,1,1560,2
2,2001,5,5,0,1
1,1941,2,1,2250,5
1,1942,1,1,1600,4
2,2000,5,5,0,1
1,1979,2,5,1720,6
1,1997,3,5,0,1
2,1955,2,1,1750,5
2,1973,1,5,1706,5
1,1952,2,1,2528,5
2,1951,1,5,750,2
1,2002,4,5,0,1
2,1954,1,1,1200,2
1,1958,2,1,1600,2
1,1957,5,1,2000,5
1,1975,4,1,1390,4
1,1944,3,1,1750,2
2,1950,1,3,835,2
1,1959,4,1,1250,4
1,1952,3,1,1700,4
1,1965,5,1,3750,4
2,1942,1,4,1250,2
2,1996,4,5,0,1
2,1990,5,5,400,4
1,2005,3,5,0,NA
1,2005,4,5,0,NA
1,1990,3,5,250,3
2,1979,1,5,750,1
1,1977,2,1,550,6
2,1975,4,1,1285,6
2,1952,3,1,1300,2
2,1938,2,1,1150,5
2,2001,4,5,0,1
1,1940,3,1,1200,2
1,1940,2,1,1725,4
1,1996,4,5,0,1
1,1960,1,5,1778,6
2,1947,2,1,0,2
1,1966,1,5,1150,3
2,2001,4,5,0,1
2,1982,2,5,676,4
2,1924,3,4,900,2
1,1941,1,3,1475,2
2,1986,4,5,1250,2
1,1990,4,5,250,3
1,2004,3,5,0,NA
1,1961,5,3,1250,1
2,1962,4,1,900,2
2,1991,4,5,0,2
1,1963,2,3,1550,2
1,1964,5,1,2700,5
2,1990,6,5,0,1
1,1963,1,5,2000,5
1,1990,3,5,50,2
1,1979,1,5,1400,4
2,1959,2,1,0,1
2,1925,2,1,639,4
1,1967,4,1,3292,5
2,1943,2,1,-14,2
1,1959,3,1,1620,2
2,1985,3,5,650,1
1,1938,2,4,2400,5
1,1955,3,5,2070,3
2,1994,4,5,0,1
2,1968,4,3,950,2
2,1996,5,5,0,1
2,1991,4,5,0,1
1,1973,3,5,1800,1
2,1989,1,5,250,2
1,1951,4,1,4250,5
2,1988,1,5,750,3
2,1962,6,3,1200,3
1,1960,4,1,1200,5
2,1976,3,1,1900,6
2,1967,2,3,750,2
1,1993,4,5,0,1
2,1992,5,5,26,1
1,1956,3,1,2900,3
2,1975,4,1,1199,4
2,1981,2,1,1466,4
1,1962,6,1,1300,4
2,1953,2,1,0,5
2,1950,1,1,3700,2
2,1962,4,1,439,2
2,1961,5,1,666,5
1,1952,3,1,2200,2
2,1970,4,1,1700,3
1,2007,3,5,0,NA
2,1957,3,5,1000,5
2,1984,3,5,0,2
1,1939,2,1,3750,6
1,1944,2,1,1750,4
2,1969,2,1,1300,5
2,1942,2,1,886,2
2,1944,2,1,0,2
1,1985,4,5,1250,2
2,1950,2,3,887,2
2,1995,2,5,0,1
2,1976,4,1,0,5
2,1984,3,5,1200,2
1,1952,2,5,1890,1
2,1941,2,1,750,2
1,1951,2,3,1260,2
1,1953,3,1,2100,5
1,1941,2,1,2460,2
1,1955,2,1,-14,2
2,1989,5,5,90,1
1,1935,2,1,1400,4
2,1979,4,5,900,4
1,1992,4,5,250,1
2,1941,2,1,600,1
2,1924,2,1,700,2
2,1967,4,1,980,4
2,1970,3,1,400,5
1,1942,2,1,806,2
2,2000,5,5,0,1
1,1960,5,2,2300,5
1,1949,2,1,2100,4
1,1971,2,3,1340,1
2,1987,1,5,700,4
2,1988,3,5,500,3
1,1962,4,1,2250,5
2,1952,2,1,0,2
2,2001,2,5,0,1
2,1981,3,1,1750,3
1,1951,4,5,1400,2
2,1993,5,5,0,1
2,1973,3,5,500,3
1,1942,2,1,1900,3
1,1969,2,5,1860,1
1,1996,5,5,0,1
2,2003,3,5,0,NA
1,1974,2,5,2100,5
1,1986,2,5,0,2
1,1970,3,1,2200,4
2,1961,3,1,506,2
2,1956,4,1,1700,5
1,1994,5,5,0,1
2,1969,3,1,1076,3
2,1955,2,1,1800,5
2,2005,4,5,0,NA
2,1996,6,5,0,1
2,1981,3,5,1000,2
1,1997,5,5,0,1
2,1986,4,5,750,2
2,1969,1,5,1700,3
2,1958,4,1,750,4
1,1992,5,5,0,1
1,1977,2,5,1500,4
2,2007,3,5,0,NA
1,1962,4,1,1250,2
1,1969,2,5,1842,5
2,1968,4,1,945,2
2,2005,5,5,0,NA
2,1923,1,3,1800,3
1,1996,4,5,0,1
1,1950,1,4,3250,4
2,1943,2,1,650,2
1,1973,5,1,1800,4
2,1993,5,5,0,1
1,1957,4,1,1900,4
1,1959,2,5,1050,3
1,1980,2,1,1585,2
2,1981,3,5,1300,2
1,1969,4,1,1300,4
1,1965,4,1,1250,4
1,1939,2,1,105410,2
2,1989,4,5,250,2
1,1952,5,3,550,5
2,1994,5,5,0,1
2,1949,2,1,0,2
2,2002,5,5,0,1
1,1966,4,1,2400,4
1,1961,1,5,1833,5
1,1969,3,1,2000,2
1,1993,5,5,0,1
2,1976,4,1,750,2
2,1953,2,1,0,4
1,1955,5,1,626,5
2,2005,4,5,0,NA
1,1983,3,5,-14,5
2,1977,2,5,1770,5
2,1979,1,5,1450,5
1,1971,4,1,-14,2
1,1942,2,1,2600,4
2,1995,4,5,0,1
1,1979,1,5,1750,1
1,2003,4,5,0,1
2,1966,4,5,-14,4
2,1941,2,1,2500,2
1,1984,2,5,1250,4
2,2006,5,5,0,NA
2,1971,2,1,250,4
1,1959,4,1,3600,5
2,1970,3,1,1354,3
2,1943,2,1,0,2
2,1970,4,1,625,4
2,1988,3,5,400,2
2,1963,7,1,0,3
2,1977,1,5,2250,1
1,1944,2,1,1650,2
1,1993,4,5,0,1
2,1991,4,5,250,2
1,1971,4,1,200,4
1,1989,4,5,750,2
2,1974,3,1,170,2
2,1978,3,5,200,2
1,1993,5,5,-13,1
1,2003,5,5,0,1
1,1947,1,4,1000,2
2,1951,2,1,0,4
1,1998,5,5,0,1
1,2007,5,5,0,NA
1,1997,5,5,0,1
2,1985,3,5,250,3
1,1935,2,1,1750,2
1,1989,4,5,750,2
1,1987,5,5,60,3
2,1985,1,5,430,1
2,2004,4,5,0,NA
1,1952,4,1,1900,4
2,1993,4,5,0,1
1,2002,3,5,0,1
2,2007,3,5,0,NA
1,1978,2,5,2250,5
1,1951,2,1,2300,5
2,1991,2,5,67,1
1,2005,2,5,0,NA
2,1959,2,1,1200,4
1,1987,4,5,200,2
1,1935,2,1,750,1
1,2007,5,5,0,NA
1,1986,5,5,750,4
2,2005,3,5,0,NA
1,1997,5,5,0,1
1,1973,3,1,1835,2
2,1960,4,1,1204,2
1,1950,3,1,2000,2
2,1958,1,5,1680,6
1,1973,2,5,0,4
2,1950,2,1,1000,2
1,1948,3,1,-13,6
1,1961,4,1,2000,5
2,1998,5,5,0,1
1,1965,1,5,2200,4
2,1966,5,1,840,3
2,1958,5,1,1250,2
1,1941,2,1,4500,1
1,1999,5,5,0,1
1,1975,4,1,2250,5
2,1948,2,1,132,2
1,1958,1,3,750,6
2,1972,4,1,900,4
2,1952,5,1,156,2
1,1947,2,1,3958,6
1,1962,3,3,1600,2
2,1953,4,3,0,3
2,1972,4,1,615,4
2,1969,4,1,600,3
2,1971,4,5,1600,5
1,1942,4,1,1700,5
1,1967,4,5,3250,5
1,1947,2,1,2250,3
2,1960,3,1,1000,4
1,1940,2,1,157168,2
2,2003,4,5,0,1
1,1953,5,5,3000,6
1,1997,3,5,0,1
2,1972,2,3,1468,6
2,1961,1,1,1400,1
2,1950,3,1,0,1
1,2000,4,5,0,1
1,1940,2,1,2446,2
2,1953,2,1,1750,4
2,1974,4,1,1000,5
1,1949,2,1,2150,2
2,1958,2,5,1300,5
1,1948,4,1,1700,2
1,1949,2,1,3400,5
1,2005,3,5,0,NA
2,1962,3,5,1110,4
2,1964,4,1,1100,2
2,2003,3,5,0,1
2,1979,2,5,1750,5
2,1951,2,1,1400,2
1,1960,5,1,2300,2
1,1954,4,1,1500,1
1,1997,3,5,0,1
1,1993,4,5,0,1
1,1988,4,5,250,3
1,1957,4,1,-13,1
2,2000,5,5,0,1
1,1953,1,3,3000,5
2,1994,3,5,0,1
2,1956,4,1,400,2
2,2004,4,5,0,NA
2,1994,6,5,0,1
2,1975,2,5,1300,1
1,1952,3,1,1200,6
2,1936,2,1,630,4
1,1943,3,1,950,5
2,2004,4,5,0,NA
2,1953,3,1,1000,5
1,1942,2,1,1900,4
1,1934,2,1,1500,2
2,1972,2,5,2000,4
2,2003,5,5,0,1
1,1945,1,5,1565,2
2,1997,4,5,0,1
2,1952,3,1,1250,2
2,1991,4,5,0,1
1,1952,1,3,3350,5
1,1941,2,1,1120,2
2,1989,3,5,0,2
1,1984,3,5,1300,2
2,1966,2,5,1502,5
1,1949,2,1,2100,4
2,1985,5,1,1250,4
1,1994,4,5,0,1
2,1957,2,1,0,3
2,1984,4,5,-13,6
2,1992,3,5,-14,1
2,1955,2,1,0,2
1,1981,4,5,300,4
2,1931,1,4,-14,1
1,2001,4,5,0,1
2,1961,1,5,1961,5
1,1983,3,5,1400,4
1,1973,2,1,2300,4
1,1995,5,5,0,1
1,1940,1,3,1475,1
2,1944,2,1,0,2
1,1964,3,5,1780,4
2,1952,2,1,1700,4
1,1990,3,5,0,2
1,1979,2,1,1250,2
2,1962,4,1,800,4
1,1959,2,1,-14,5
1,1950,1,5,2884,6
2,1958,4,1,900,2
1,1990,4,5,300,4
2,1984,1,5,1200,6
2,1943,2,1,0,1
2,1958,4,1,-14,3
1,1938,3,1,1600,4
2,1942,2,1,630,2
2,1946,1,4,1200,5
1,1958,4,1,2100,1
2,1971,5,3,2250,4
1,1980,4,1,1800,2
2,1949,4,1,500,5
2,1987,5,5,250,3
1,1960,1,5,1170,2
1,1949,2,1,3000,6
1,1963,3,1,800,2
1,1969,4,1,1100,2
1,1965,2,1,1250,4
2,1944,1,3,2000,1
2,1986,5,5,-14,4
2,1959,2,1,700,2
1,1974,3,5,250,1
2,1960,4,1,1250,4
2,1949,2,1,0,3
1,2003,7,5,0,1
1,1955,3,1,-14,2
1,1961,1,3,1410,2
2,1988,2,5,244,1
1,1983,5,5,-13,5
2,1958,2,1,1650,4
2,1972,3,1,1400,5
2,1974,4,1,250,2
1,1947,2,1,1492,2
1,1975,4,1,1860,5
1,1976,2,5,3000,6
2,1967,1,5,1250,3
1,2003,4,5,0,1
1,1985,3,5,1201,2
2,1949,2,1,666,1
2,1982,2,5,750,5
1,1996,4,5,0,1
2,1958,3,1,1500,4
1,2006,4,5,0,NA
1,1948,2,1,1400,4
1,1974,3,1,1700,3
2,1948,2,1,0,2
1,1994,4,5,0,1
2,1984,3,5,1200,4
2,1973,2,5,840,1
2,1931,2,1,589,1
2,1956,3,1,1600,6
1,1974,3,1,2750,4
2,1963,4,1,931,2
2,1932,1,4,1537,4
1,1994,7,5,0,1
1,1961,4,3,2200,6
2,1960,2,3,1500,2
1,1967,2,5,1750,4
2,1979,2,5,1490,5
1,1944,2,1,1850,4
1,1949,2,1,-13,5
1,1990,5,5,0,1
1,1993,3,5,0,1
1,1991,7,5,0,2
2,2001,3,5,0,1
1,1932,2,1,2547,6
1,1974,4,1,1650,2
2,1974,2,5,1190,1
2,1999,4,5,0,1
1,2006,4,5,0,NA
2,1951,3,1,650,5
2,1951,2,1,322,2
1,1998,4,5,0,1
1,1950,2,1,1600,4
2,1945,2,1,0,1
1,1950,1,3,1697,4
2,1969,3,1,825,4
1,1989,4,5,0,1
2,1927,2,1,-13,1
2,1997,4,5,0,1
2,1974,4,5,1150,5
1,1941,1,3,2120,5
2,2001,4,5,0,1
1,1975,1,5,2500,3
1,1947,2,1,2358,6
2,1995,3,5,0,1
2,1981,2,1,250,6
2,1973,4,3,1750,4
2,1999,4,5,0,1
1,1946,2,1,2750,3
1,1975,3,1,1750,5
2,1931,1,3,2500,6
1,1989,4,5,450,1
2,1979,4,1,1200,2
1,1981,5,5,-13,3
1,1956,1,5,1600,1
1,1974,5,1,2800,6
2,1993,4,5,250,1
1,2007,3,5,0,NA
1,1977,1,5,1200,2
1,1996,7,5,0,1
2,1999,3,5,0,1
1,1978,2,5,1750,3
2,1954,4,1,709,1
1,1972,4,1,1500,2
1,1967,2,3,5500,5
1,1951,2,1,2200,3
2,2000,4,5,0,1
1,1993,4,5,0,1
2,1970,4,1,400,4
2,1996,6,5,0,1
2,1981,2,1,1750,3
1,1954,5,1,2700,5
1,1943,2,1,-13,5
2,1993,5,5,0,1
2,1935,2,1,624,4
1,1983,5,5,1400,5
1,1960,5,1,1400,4
2,1954,1,5,2280,5
2,2001,3,5,0,1
1,1933,2,1,3000,5
2,1974,4,1,750,1
2,2005,4,5,0,NA
2,1948,3,1,0,1
1,1974,2,5,1300,2
1,1955,4,1,1950,5
2,1999,2,5,0,1
1,1953,1,3,821,4
2,2001,4,5,0,1
2,1977,1,5,1650,5
1,1981,1,5,1600,2
2,1949,2,1,600,1
2,2006,4,5,0,NA
2,1969,2,1,900,4
2,1976,3,5,750,4
2,1957,5,1,1630,5
2,1973,4,1,1600,5
2,1959,4,5,1400,5
1,1977,2,1,1950,5
1,1942,2,1,1112,1
2,1990,4,5,125,2
1,1948,2,1,2576,5
1,1964,4,1,2600,5
1,1946,2,1,1300,1
1,1966,4,1,1750,2
2,1953,5,1,1250,1
2,1991,5,5,0,1
2,1954,2,1,750,2
2,1970,3,5,750,4
2,1930,2,1,630,4
2,1952,3,1,1400,4
1,1960,3,1,-14,2
2,1974,2,1,600,2
1,1994,4,5,0,1
1,1939,2,1,8000,5
1,1962,3,1,2685,6
1,1946,2,1,2500,2
2,1978,2,5,1700,5
1,1998,4,5,0,1
1,1946,5,1,1750,2
1,2004,4,5,0,NA
1,1968,3,1,1118,4
2,2002,3,5,-14,1
2,1966,5,1,0,1
2,1962,3,1,750,2
2,2005,4,5,0,NA
2,1979,3,1,1402,4
1,1976,2,5,2200,4
2,2001,4,5,0,1
2,2005,3,5,0,NA
1,1974,2,3,1800,4
2,1960,3,3,-14,4
2,1986,1,5,1250,4
1,1933,6,1,1200,1
2,1953,2,1,1150,2
2,1971,5,1,0,4
2,1987,1,5,0,3
1,1956,3,1,2013,4
1,1952,5,1,1750,3
1,1960,3,1,1750,4
2,1996,5,5,0,1
1,1970,4,1,2500,5
1,1952,3,1,1900,4
1,1959,2,1,2000,4
1,1965,5,1,1523,4
1,2001,3,5,0,1
2,1970,4,3,750,5
2,1973,4,1,1400,4
1,1964,4,1,1650,2
1,1995,5,5,0,1
2,1967,2,3,1631,4
1,1996,5,5,0,1
1,1977,3,5,800,3
2,1973,4,1,750,4
2,1976,3,1,750,5
1,1956,4,1,3000,6
2,1938,2,1,750,1
2,1954,3,1,1200,5
1,1969,4,1,1750,5
2,1994,4,5,0,1
1,1934,1,5,2360,2
2,1973,4,1,1220,4
2,2000,3,5,0,1
2,1989,3,5,200,3
1,1948,2,1,2200,5
2,1947,2,1,850,6
2,1956,2,1,1891,4
1,1965,4,1,1940,2
1,1970,4,1,3400,5
2,1972,5,1,575,4
2,1994,5,5,0,1
2,1955,4,1,675,2
1,1954,2,1,2250,2
1,1956,4,1,2300,6
1,1952,2,1,1250,6
2,1996,4,5,0,1
2,1964,2,5,1600,5
1,1956,2,1,1800,2
2,1971,5,1,1250,5
1,1957,4,1,-14,5
1,1990,3,5,250,2
1,1969,4,1,1800,5
1,1959,5,1,2900,2
2,2004,4,5,0,NA
1,1940,2,5,-13,2
1,1941,2,1,2867,5
1,1946,2,1,1084,1
1,1952,2,1,2250,3
1,1972,4,3,2400,4
2,2005,4,5,0,NA
1,1952,3,1,3494,6
2,1956,4,1,2135,5
1,1973,3,1,1918,6
2,1982,2,1,2750,6
1,1993,3,5,0,1
1,1967,4,1,2800,5
2,1958,5,1,500,2
2,1949,3,1,750,2
2,2004,5,5,0,NA
1,1987,3,5,203,2
2,1989,4,5,250,2
1,1940,2,1,2000,1
1,2002,5,5,0,1
1,1995,5,5,0,1
1,1937,2,1,1400,1
2,1958,4,1,0,4
1,1985,3,5,1100,3
1,1963,7,1,6000,6
2,1971,2,5,1250,5
1,1948,3,3,3500,6
1,1989,3,5,0,1
1,1989,5,5,60,3
2,1996,8,5,0,1
2,1948,2,1,1500,3
1,1940,2,1,890,4
1,1970,4,1,2500,4
2,1987,3,5,250,1
2,1952,3,1,0,2
1,1936,2,1,1250,4
1,1995,4,5,0,1
2,2005,5,5,0,NA
2,1972,4,1,-13,4
1,1974,4,1,2100,4
2,1958,2,1,1700,4
1,1946,2,1,1053,1
1,1964,4,1,1700,4
1,1991,4,5,0,1
1,1980,1,5,1600,5
1,1941,2,1,1450,4
2,1999,4,5,0,1
1,1983,1,5,877,4
2,1952,4,1,1293,4
1,1964,4,1,2380,4
2,1985,4,5,750,2
2,1964,4,1,600,4
2,1982,2,5,1750,5
1,1982,1,5,1200,4
2,1963,4,1,873,1
2,1945,1,4,1250,2
2,1967,5,1,1600,5
2,1952,2,1,377,3
2,1939,2,1,722,2
2,1950,1,3,1660,4
1,2004,3,5,0,NA
2,1980,2,1,0,5
2,1963,2,1,1253,4
2,1983,2,5,1500,5
1,1948,4,1,6010,6
1,1948,5,1,5500,3
2,1970,4,1,582,2
2,1990,6,5,0,1
1,1949,3,1,1480,2
2,1999,5,5,0,1
2,1970,5,1,800,2
2,1996,6,5,0,1
2,1952,2,1,2500,3
1,1962,4,1,1565,2
1,1965,3,5,2176,5
2,1984,2,1,892,4
2,1951,2,1,965,4
2,1960,2,5,3150,5
1,2002,5,5,0,1
1,1984,1,5,1650,5
2,2005,5,5,0,NA
2,1973,4,1,0,3
1,1964,3,1,2000,4
2,1992,4,5,150,1
1,1935,1,4,1250,1
2,1985,6,5,0,3
2,1939,1,4,2100,2
1,1965,4,1,1750,4
2,1981,2,5,1750,3
2,1999,5,5,0,1
2,1960,2,3,750,1
1,1942,2,1,2400,5
2,1946,1,3,765,2
1,1944,2,3,1500,2
2,1989,3,5,510,2
2,1990,4,5,60,1
1,1971,4,1,1250,2
1,1977,4,1,1750,2
2,1999,6,5,0,1
2,1946,2,1,600,2
2,1948,2,4,3200,3
1,1965,1,3,1751,3
2,1958,2,5,2750,5
1,1944,5,1,2000,5
2,1954,4,1,170,5
1,1988,1,5,1000,3
2,1985,4,5,-13,3
2,1960,8,1,0,2
1,1963,2,1,2130,5
2,1967,3,4,1250,2
2,1964,2,3,1675,5
1,1980,2,5,-13,6
1,1961,1,5,1750,5
1,1976,2,5,1400,2
1,2004,4,5,0,NA
1,2005,5,5,0,NA
2,1950,3,1,410,3
1,1985,4,5,1250,2
2,1979,2,5,1800,4
2,1958,4,1,-14,5
1,1943,2,1,1689,4
2,1960,4,1,1250,2
1,2000,4,5,0,1
2,1963,4,1,675,4
2,1955,2,3,1100,3
2,1976,3,1,750,2
1,1967,4,1,2750,5
2,1948,2,1,250,2
1,1989,4,5,175,2
1,1956,3,1,423,2
1,1944,2,1,1477,2
2,1961,4,1,1750,5
2,2001,4,5,0,1
2,1947,2,1,-13,2
2,1945,2,1,1500,5
2,1996,4,5,0,1
2,1934,2,1,0,1
1,1992,3,5,0,1
1,1942,2,1,1750,2
2,1960,5,1,0,2
2,1988,1,5,750,3
1,1966,2,3,1340,3
1,1988,6,5,750,2
2,1950,2,1,1078,2
1,1960,4,1,2200,4
2,1966,4,1,2500,4
1,1950,4,1,1750,4
1,2001,5,5,0,1
2,1963,3,1,-14,2
1,1963,4,3,2000,5
2,1977,2,5,750,3
2,1993,4,5,0,1
2,1990,4,5,250,3
2,1984,2,5,1700,5
2,1976,3,5,1250,2
2,1946,2,1,1975,5
1,2000,5,5,0,1
2,1977,3,3,0,1
1,1964,1,3,1800,4
1,1960,4,1,2100,4
2,2007,3,5,0,NA
1,1990,4,5,750,2
1,1950,4,1,-14,1
1,1926,2,1,978,2
1,1992,6,5,0,1
2,1968,5,1,1400,5
1,1946,1,5,1700,2
2,1965,4,1,1200,4
2,1959,3,3,989,4
2,1998,3,5,0,1
2,1967,4,1,0,4
1,1961,1,3,2100,4
2,1994,5,5,0,1
2,1998,3,5,0,1
2,1973,3,3,1100,4
2,1950,2,1,0,4
1,1977,3,5,-13,3
2,1987,6,5,-13,1
1,1947,2,1,1837,2
2,1962,9,1,-14,5
2,1938,2,4,-13,6
2,1973,4,5,0,4
2,1968,4,1,530,4
1,2001,4,5,0,1
1,1958,2,3,1750,4
2,1981,2,5,720,5
2,1924,2,4,4750,6
2,1977,2,5,1775,4
1,1988,3,5,0,2
1,1964,5,1,2037,4
1,1969,5,1,6250,5
1,1996,4,5,0,1
2,1962,2,5,950,4
2,1940,1,4,1900,6
2,2003,4,5,0,1
2,1934,2,1,-14,1
2,1969,2,5,750,3
2,1966,2,1,1108,4
1,1990,7,5,0,2
2,1964,1,5,2000,5
2,1997,4,5,0,1
1,1968,4,1,2000,4
1,2008,4,5,0,NA
1,2002,5,5,0,1
2,2006,5,5,0,NA
1,1977,2,5,1500,3
1,2000,2,5,0,1
2,1995,4,5,0,1
2,2006,3,5,0,NA
1,1979,1,5,2250,6
2,2001,4,5,0,1
1,1952,3,1,1450,2
1,1943,2,1,2536,6
2,1942,2,1,630,2
1,1953,2,1,750,2
1,1994,6,5,0,1
2,1954,2,1,0,2
1,1944,2,1,-14,4
1,1963,1,5,1129,4
1,1948,1,3,1750,2
1,1987,2,5,0,3
1,1954,3,1,1800,4
1,1961,4,1,1450,2
2,1934,2,1,1245,5
2,1987,3,5,250,3
1,1976,2,1,2500,6
1,1956,3,1,1693,2
2,1973,4,1,750,4
2,1973,5,1,1100,4
1,2000,5,5,0,1
2,1986,1,5,450,6
1,1993,6,5,0,1
1,1948,2,1,1250,5
2,1995,4,5,0,1
1,1985,4,5,1250,4
1,2006,3,5,0,NA
1,1944,2,1,2300,5
2,1977,4,1,552,4
2,1954,2,1,250,2
2,1949,2,1,1593,6
2,1932,1,4,1540,2
2,1974,2,5,1570,6
1,1946,2,1,2875,4
2,2001,3,5,0,1
2,1998,3,5,0,1
2,1942,2,1,750,2
1,1948,2,1,-14,2
2,2000,6,5,0,1
2,1997,4,5,0,1
2,1969,2,5,2200,3
1,1991,4,5,0,1
1,1990,3,5,88,1
2,1964,3,1,250,4
2,1962,4,1,300,5
1,1993,4,5,0,1
2,1997,3,5,0,1
2,1944,2,1,500,2
1,1939,2,1,2500,5
1,1969,4,5,-14,5
1,1954,2,1,5500,5
2,1965,4,1,1400,4
1,1988,6,5,600,4
2,1989,4,5,450,4
1,1976,1,5,1250,1
1,1999,6,5,0,1
2,2002,3,5,0,1
1,1941,2,1,1250,2
1,1963,1,3,1400,4
1,1983,3,5,750,6
1,2003,4,5,0,1
2,1994,4,5,0,1
2,1991,6,5,0,1
2,1938,2,1,750,4
2,2002,2,5,0,1
1,1958,4,1,1750,2
1,1972,4,1,1900,4
2,1970,4,1,250,2
2,1979,6,1,400,4
1,1975,2,5,2700,6
2,2002,2,5,0,1
2,1965,5,1,0,6
1,1992,6,5,0,1
1,1961,1,3,2250,2
2,1942,2,1,639,1
2,1978,5,5,800,5
2,1943,2,1,0,5
2,1962,1,5,1431,5
1,1988,2,5,250,3
2,2001,3,5,0,1
1,1946,1,1,1000,2
1,1982,2,5,-14,4
1,1979,2,5,2200,6
2,1994,3,5,0,1
1,1945,3,1,750,4
2,1980,2,1,1500,5
2,1990,4,5,0,1
1,1998,3,5,0,1
1,1944,2,1,2700,6
1,1982,2,5,1245,3
2,1959,4,1,1600,2
2,1969,5,1,0,4
2,1956,2,3,1487,2
2,2005,3,5,0,NA
1,1999,5,5,0,1
1,1958,5,1,1450,2
1,1926,2,1,1115,2
1,1966,3,1,3190,6
2,1970,4,1,800,4
1,1968,5,1,1500,2
2,1966,5,1,765,4
1,1930,2,1,2290,4
2,2005,4,5,0,NA
1,1959,4,1,2250,2
1,1946,4,1,1800,2
2,1935,2,1,624,2
2,1985,3,5,0,1
2,1994,5,5,0,1
2,1995,5,5,0,1
1,1997,4,5,0,1
2,1948,2,1,0,5
1,1939,2,1,3117,1
1,1970,1,5,2100,5
1,1954,5,1,1750,2
1,1947,2,1,1750,2
1,1981,2,1,1250,4
1,1984,1,5,800,6
2,1941,1,3,912,1
1,1970,2,1,1900,5
1,1973,2,5,1250,2
2,1962,2,1,596,2
2,1960,4,3,1700,2
1,1960,5,1,2850,3
1,1936,1,2,1750,4
2,1988,5,5,300,3
2,1982,2,5,1250,4
2,1993,6,5,0,1
1,1970,4,1,1800,4
1,1957,2,1,3200,5
2,1945,2,1,0,2
1,1998,5,5,0,1
2,1931,1,3,1087,2
2,1953,2,3,1202,2
1,1979,2,5,1551,6
1,1941,2,1,963,4
1,1989,4,5,120,3
1,1995,4,5,0,1
1,1998,8,5,0,1
1,2000,4,5,0,1
1,2007,3,5,0,NA
2,1993,4,5,0,1
1,1971,4,1,2000,4
1,1979,3,5,1450,2
2,1979,2,5,1550,5
1,1956,6,1,-13,2
2,1987,5,5,250,3
2,1994,4,5,0,1
1,1962,5,1,3800,4
1,1957,3,1,1600,2
2,1965,6,1,950,5
1,1978,2,5,1650,2
2,1999,5,5,0,1
2,1942,2,1,0,2
2,1998,4,5,0,1
1,1987,4,5,1037,4
2,2005,4,5,0,NA
2,1968,4,1,1800,6
2,1960,5,1,0,5
1,1962,5,1,2399,5
1,2005,3,5,0,NA
2,1972,4,1,1025,4
2,1976,3,5,2750,6
1,1954,2,1,2850,5
1,1967,5,5,1735,3
1,1991,4,5,0,2
2,1997,5,5,0,1
1,1964,3,1,1758,3
2,1940,1,4,1250,2
