dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,83,5,5,3,7,3,7,5,7,3,5
shp,66,7,8,2,9,4,9,6,8,2,8
shp,75,5,3,3,8,4,7,3,5,4,8
shp,67,3,4,6,8,10,9,10,9,2,0
shp,52,7,6,6,9,7,8,6,8,4,7
shp,52,8,9,9,8,7,7,9,8,4,3
shp,19,8,2,1,7,7,7,6,7,5,7
shp,16,8,8,5,6,7,8,8,7,3,4
shp,57,6,0,10,10,6,9,10,8,2,5
shp,63,8,1,10,8,4,6,4,7,5,5
shp,29,10,6,8,9,8,8,10,10,2,6
shp,25,9,4,6,9,6,8,5,8,1,4
shp,40,5,9,5,9,6,8,8,7,2,2
shp,71,10,5,8,10,-0,10,6,10,-0,5
shp,41,8,7,7,8,7,8,5,8,3,3
shp,39,4,3,4,9,5,5,3,3,7,8
shp,14,4,3,4,6,2,8,9,8,1,3
shp,71,6,4,10,8,4,6,6,5,5,10
shp,45,5,2,9,10,-0,9,8,5,8,8
shp,48,6,5,7,8,7,8,8,8,2,2
shp,49,5,7,4,8,7,8,7,9,3,4
shp,19,6,6,6,8,10,6,6,8,3,2
shp,17,8,8,6,7,7,8,6,7,4,4
shp,14,7,2,4,6,2,9,5,7,5,8
shp,45,8,8,9,9,5,5,1,2,7,8
shp,45,9,8,4,5,8,9,6,8,5,7
shp,19,8,9,8,8,8,8,7,7,3,4
shp,18,10,10,8,8,5,9,5,8,1,0
shp,15,9,10,9,6,7,8,7,8,2,3
shp,64,7,1,5,9,8,6,8,7,1,8
shp,45,8,4,7,9,3,8,7,8,1,3
shp,73,5,1,5,6,2,8,10,8,-0,0
shp,66,5,5,8,8,5,8,7,8,2,2
shp,77,5,9,9,8,8,7,8,7,2,5
shp,68,5,5,4,8,4,5,5,6,3,8
shp,62,8,5,5,8,2,8,5,8,5,5
shp,65,5,6,4,10,10,8,5,8,-0,0
shp,64,10,8,2,8,4,10,4,6,2,8
shp,36,5,5,8,8,8,7,6,7,5,7
shp,33,7,5,6,6,6,5,7,6,3,3
shp,66,5,5,9,8,5,8,8,5,2,7
shp,64,6,6,8,9,8,6,7,6,4,7
shp,35,4,2,7,8,2,6,5,7,3,2
shp,31,5,10,10,8,5,5,3,7,5,8
shp,38,8,9,10,8,10,8,9,8,3,0
shp,36,4,8,10,8,10,4,8,4,3,3
shp,53,9,8,7,8,9,8,9,9,1,2
shp,50,9,3,8,8,9,8,7,9,1,0
shp,20,8,5,4,10,4,10,-0,10,4,10
shp,19,4,8,8,8,5,7,8,5,5,7
shp,17,7,5,8,7,3,8,3,8,-0,4
shp,47,6,0,1,10,2,7,5,7,2,3
shp,68,7,5,8,8,3,7,6,8,2,2
shp,46,8,10,8,10,10,2,8,5,2,0
shp,69,5,7,8,9,2,4,6,8,3,4
shp,40,8,5,8,8,2,7,8,8,2,5
shp,34,5,5,4,8,6,5,6,6,5,3
shp,55,7,10,8,10,2,8,5,7,4,6
shp,44,8,2,8,9,10,10,8,5,3,10
shp,17,4,10,1,9,-0,8,6,5,1,9
shp,44,8,6,2,9,2,8,6,8,5,7
shp,36,5,5,10,8,7,7,8,7,3,5
shp,32,10,8,10,8,3,7,8,8,5,6
shp,52,8,0,10,8,7,7,10,8,4,0
shp,27,3,7,8,9,3,8,10,7,2,8
shp,21,9,10,5,8,4,7,6,7,2,4
shp,34,6,2,8,8,3,8,9,9,3,2
shp,77,8,5,8,10,2,10,7,8,3,9
shp,89,5,0,8,2,3,2,10,2,-0,0
shp,36,10,8,10,10,9,6,8,7,3,5
shp,42,10,5,6,10,4,10,5,10,7,5
shp,50,7,5,5,8,5,8,3,7,2,5
shp,50,5,5,10,8,6,8,8,7,3,2
shp,48,8,5,8,8,3,8,5,8,3,5
shp,23,8,8,7,9,4,8,3,8,5,8
shp,20,10,10,8,8,2,10,10,10,-0,8
shp,65,7,8,7,8,2,7,8,8,4,5
shp,54,8,8,7,8,4,5,5,8,5,4
shp,35,8,7,6,8,4,8,5,7,3,7
shp,79,9,3,3,10,4,3,6,4,7,6
shp,41,7,7,7,6,3,5,6,7,5,5
shp,40,7,5,7,10,5,7,2,7,2,3
shp,35,7,3,8,10,8,8,8,8,3,2
shp,69,8,8,4,8,4,8,8,8,4,6
shp,60,3,1,6,8,3,5,2,8,4,9
shp,58,8,8,8,10,5,5,5,5,4,5
shp,25,5,3,7,7,5,7,5,6,3,6
shp,63,5,7,2,9,5,4,8,8,8,8
shp,39,8,5,6,8,2,3,5,6,7,4
shp,49,3,3,8,9,9,8,5,8,4,6
shp,79,9,5,5,7,5,8,7,7,3,5
shp,54,7,10,1,8,3,7,10,10,2,7
shp,23,3,7,-0,5,3,7,7,4,6,6
shp,51,8,3,4,8,4,7,3,7,2,5
shp,50,9,3,7,9,3,7,7,7,3,3
shp,19,6,2,7,8,7,8,5,8,1,7
shp,76,5,5,8,8,6,5,7,6,3,4
shp,77,8,2,6,8,10,10,7,3,5,5
shp,73,5,7,7,9,5,5,7,5,5,7
shp,66,5,7,5,5,7,7,5,7,3,3
shp,58,7,6,10,10,5,8,7,8,2,3
shp,58,10,7,10,10,10,10,2,9,3,5
shp,75,5,2,10,8,5,8,10,5,4,5
shp,71,8,10,6,8,5,8,8,8,2,3
shp,38,8,2,10,10,1,10,2,0,4,1
shp,37,6,7,5,6,5,7,4,6,5,3
shp,94,0,9,5,8,-0,0,10,3,8,5
shp,41,10,8,5,8,8,10,6,8,2,0
shp,46,10,8,10,10,10,10,8,10,2,0
shp,18,6,9,-0,4,10,9,4,8,6,3
shp,49,7,3,10,10,10,10,3,8,5,7
shp,49,10,8,6,9,8,9,5,8,2,3
shp,18,9,5,8,7,8,9,4,8,4,7
shp,15,8,7,5,8,2,9,6,7,5,7
shp,57,10,9,8,8,9,9,7,9,2,2
shp,57,10,9,2,9,5,10,7,9,3,4
shp,31,9,2,2,8,5,7,4,3,2,2
shp,38,5,3,10,9,2,5,4,6,6,7
shp,55,7,3,5,9,2,9,6,9,1,2
shp,59,8,8,3,7,7,9,4,7,2,7
shp,34,6,8,8,7,8,8,5,8,2,3
shp,42,6,3,3,8,3,5,6,7,4,7
shp,40,6,5,6,7,5,6,5,6,3,3
shp,40,6,9,8,9,3,5,7,8,6,4
shp,64,9,5,10,9,10,10,10,4,2,0
shp,47,9,10,9,9,10,10,8,9,2,1
shp,63,8,6,6,5,7,7,6,7,3,4
shp,45,8,9,8,7,8,8,6,7,5,2
shp,43,7,8,4,8,5,8,3,8,2,8
shp,47,10,10,8,8,3,4,4,5,3,5
shp,55,8,2,3,8,2,8,6,8,3,7
shp,52,6,7,4,7,4,8,6,8,3,5
shp,25,7,4,7,8,7,8,6,7,3,2
shp,49,5,3,7,7,6,8,7,7,4,5
shp,80,8,6,7,9,5,9,10,6,3,8
shp,50,7,8,10,9,8,8,6,8,1,4
shp,53,3,5,8,3,10,8,8,5,6,7
shp,51,8,5,-0,8,10,8,7,5,2,0
shp,23,0,0,-0,10,10,10,-0,10,-0,0
shp,20,9,5,3,9,7,8,5,9,5,3
shp,61,9,10,2,8,10,10,2,8,1,8
shp,38,8,7,7,7,5,8,3,6,3,3
shp,37,10,3,7,8,10,10,3,6,5,4
shp,31,6,2,5,8,7,8,5,7,3,4
shp,47,9,10,2,7,5,9,10,10,2,5
shp,39,0,2,6,8,4,5,7,4,4,4
shp,78,8,6,3,8,3,8,5,8,5,7
shp,71,5,7,5,5,4,7,8,6,5,6
shp,53,7,7,5,8,6,4,7,6,3,4
shp,70,8,5,10,10,2,7,2,8,2,10
shp,78,10,6,10,7,4,7,10,3,3,6
shp,59,4,2,4,7,4,5,6,8,3,3
shp,56,7,10,7,8,7,8,7,7,2,6
shp,27,5,7,8,9,7,7,7,8,5,4
shp,27,7,4,7,8,4,8,7,7,2,3
shp,55,2,5,4,10,5,8,8,6,5,2
shp,80,8,3,10,7,10,9,10,9,1,0
shp,57,6,2,4,8,8,7,6,5,3,3
shp,56,7,5,3,7,6,6,7,8,3,3
shp,53,5,7,6,8,8,7,7,7,4,7
shp,22,9,8,6,8,7,8,8,7,3,4
shp,17,8,7,7,8,8,8,7,9,3,3
shp,86,7,10,5,6,4,9,8,8,3,3
shp,52,5,8,3,9,4,6,4,6,2,8
shp,71,10,0,10,10,5,10,10,10,-0,0
shp,64,10,4,8,8,1,7,8,6,1,0
shp,60,8,6,4,8,10,8,10,8,3,6
shp,25,8,5,3,7,7,10,2,2,3,6
shp,50,4,7,7,9,3,4,9,8,5,5
shp,44,9,9,5,8,9,7,7,5,2,4
shp,43,10,10,6,9,2,5,2,7,3,5
shp,67,3,5,5,5,10,6,10,10,7,7
shp,48,9,9,9,9,5,8,6,8,2,1
shp,21,6,8,8,8,4,8,6,7,3,2
shp,19,5,1,5,8,5,8,9,4,3,4
shp,48,8,3,7,9,4,6,8,7,2,1
shp,67,7,8,8,8,3,9,4,8,2,2
shp,65,10,10,5,9,7,9,8,8,5,2
shp,48,5,1,3,8,1,8,4,5,3,3
shp,46,8,8,8,8,5,6,8,5,2,2
shp,19,8,2,9,8,5,7,5,8,1,4
shp,54,9,5,2,8,3,8,6,7,4,6
shp,24,7,6,6,8,8,8,5,7,2,3
shp,79,10,0,10,10,5,10,10,10,5,0
shp,41,6,6,5,8,5,9,8,5,2,3
shp,31,5,8,8,9,5,9,8,8,3,5
shp,55,2,2,7,7,8,8,6,8,4,4
shp,51,6,10,8,8,2,7,10,8,1,2
shp,22,10,8,9,9,2,10,10,9,1,1
shp,18,6,7,2,6,2,9,7,7,3,4
shp,63,10,8,5,10,3,7,7,8,3,7
shp,49,6,7,5,8,10,7,6,7,3,4
shp,68,10,10,9,10,-0,10,10,8,-0,0
shp,65,2,8,4,1,7,3,7,3,8,2
shp,36,10,8,9,9,8,8,5,8,4,3
shp,64,10,10,9,9,10,10,9,10,2,3
shp,64,4,8,4,9,8,8,8,8,1,1
shp,32,4,7,8,9,5,6,8,8,3,2
shp,30,6,10,10,8,3,8,8,10,1,5
shp,26,4,4,5,10,5,9,8,8,6,4
shp,58,6,4,3,7,4,7,6,8,3,4
shp,16,3,2,5,7,5,8,4,7,5,3
shp,14,9,4,6,7,7,8,5,7,1,5
shp,54,10,7,3,8,5,7,6,8,5,7
shp,61,9,8,10,8,2,9,10,8,5,1
shp,69,9,8,6,8,6,8,5,8,5,5
shp,45,6,8,10,9,8,8,5,7,1,2
shp,53,8,6,2,8,3,8,2,7,2,8
shp,42,7,1,8,10,5,8,8,8,2,2
shp,42,8,6,10,9,2,8,8,7,2,4
shp,67,8,10,10,9,10,10,10,10,-0,0
shp,70,5,4,6,8,6,8,6,8,2,4
shp,56,7,7,6,9,7,8,5,7,4,2
shp,50,5,9,8,9,9,8,9,8,3,2
shp,42,9,5,5,7,6,6,8,7,2,2
shp,17,8,3,8,10,9,8,5,7,-0,1
shp,41,8,6,7,10,3,6,5,7,2,6
shp,39,7,7,4,8,3,8,5,8,2,3
shp,41,7,8,10,9,8,8,7,9,5,4
shp,44,8,8,4,5,5,6,4,5,3,5
shp,44,9,5,10,10,6,9,8,4,1,5
shp,74,2,7,4,10,2,8,6,5,2,2
shp,46,4,2,7,8,6,6,6,4,3,3
shp,18,3,1,8,9,10,8,2,9,3,2
shp,65,7,7,7,9,4,6,7,7,3,5
shp,65,8,8,7,8,5,5,7,8,5,5
shp,60,4,7,6,5,7,8,6,7,5,2
shp,23,10,5,8,10,8,10,7,5,-0,5
shp,63,8,7,8,9,5,7,5,8,2,2
shp,63,3,3,8,8,3,8,8,7,2,9
shp,52,6,4,7,9,4,6,8,8,1,5
shp,48,6,7,5,10,4,8,10,5,8,6
shp,55,10,10,10,10,10,8,8,7,5,0
shp,80,7,5,5,10,6,6,10,5,4,5
shp,44,5,5,4,8,6,9,6,8,3,6
shp,15,6,5,6,9,3,4,4,7,5,5
shp,77,9,8,9,8,10,8,9,8,-0,3
shp,65,9,6,10,10,10,10,2,5,2,0
shp,54,5,4,8,8,6,6,8,4,5,7
shp,53,9,7,10,8,10,8,8,7,2,3
shp,72,6,3,8,10,8,8,7,7,5,3
shp,79,3,1,10,10,10,10,10,6,-0,0
shp,28,5,0,5,8,5,7,10,5,2,7
shp,51,9,10,8,8,8,8,7,9,3,4
shp,72,8,4,8,10,8,10,5,3,5,8
shp,56,6,7,10,9,3,5,6,8,5,2
shp,66,7,8,8,8,5,6,7,7,4,5
shp,59,8,3,1,8,10,8,5,6,3,9
shp,55,5,5,10,10,1,4,8,5,4,6
shp,23,5,0,7,8,1,7,6,8,3,0
shp,31,8,4,7,7,5,7,6,6,3,3
shp,42,10,2,10,9,10,10,8,10,1,8
shp,15,8,3,5,9,4,5,3,7,6,6
shp,44,10,5,10,10,-0,4,10,8,2,4
shp,45,3,4,5,8,4,7,5,7,5,6
shp,45,7,5,8,9,4,6,6,8,3,2
shp,39,5,7,5,7,8,7,8,2,3,2
shp,34,5,2,7,8,5,8,4,7,3,5
shp,47,7,8,7,7,7,7,5,7,5,3
shp,17,6,7,4,7,3,9,7,8,2,7
shp,15,8,1,2,8,3,6,3,9,5,5
shp,51,9,8,8,8,5,8,8,5,2,6
shp,22,8,10,5,6,5,7,6,7,7,7
shp,52,10,6,3,9,4,7,5,8,5,7
shp,56,7,1,4,8,4,5,4,7,5,7
shp,64,10,10,10,9,8,9,8,9,2,3
shp,58,6,5,7,9,2,5,5,8,-0,2
shp,84,7,7,6,8,1,8,10,8,1,7
shp,51,8,9,8,9,8,9,8,9,3,2
shp,55,5,7,7,9,2,3,7,7,-0,3
shp,16,6,8,8,7,10,9,9,7,2,2
shp,15,6,0,5,6,9,7,2,5,7,8
shp,53,5,10,7,10,10,8,8,4,-0,3
shp,39,10,6,8,9,10,10,8,9,3,2
shp,45,5,2,7,10,2,4,5,5,2,4
shp,49,3,8,2,7,2,6,4,4,5,7
shp,45,9,6,8,9,8,7,4,6,3,3
shp,73,4,0,10,10,4,8,2,5,1,10
shp,72,9,3,6,10,2,9,10,9,2,9
shp,52,8,8,9,9,8,10,8,9,1,2
shp,46,7,2,4,8,5,8,6,8,4,2
shp,18,10,4,8,9,9,7,9,10,2,4
shp,16,8,6,7,8,6,7,5,6,3,6
shp,64,10,9,3,10,6,7,5,8,-0,0
shp,46,3,2,5,8,5,7,7,9,2,2
shp,81,7,4,7,9,7,7,6,8,2,2
shp,25,3,3,4,8,3,7,7,6,4,6
shp,20,5,4,5,8,10,7,6,8,3,6
shp,59,9,7,9,10,7,8,8,6,2,2
shp,67,7,6,8,8,6,5,6,7,2,6
shp,64,9,10,5,7,5,7,7,7,4,2
shp,23,2,5,9,8,2,5,3,5,2,8
shp,21,5,0,6,10,7,8,4,6,-0,5
shp,25,4,0,10,10,9,10,5,10,-0,0
shp,24,8,10,6,8,5,5,10,8,-0,0
shp,30,8,5,5,9,5,7,8,7,2,2
shp,34,8,8,7,8,7,8,5,8,3,6
shp,89,8,2,10,8,8,8,8,8,2,2
shp,48,7,6,9,8,3,5,8,4,6,7
shp,46,9,4,6,9,6,6,6,7,5,7
shp,42,5,7,2,10,-0,5,5,8,5,8
shp,40,9,8,-0,10,4,6,5,7,2,7
shp,50,5,7,8,8,8,8,7,7,2,3
shp,43,4,9,5,10,8,8,4,7,5,2
shp,16,9,6,5,8,6,8,5,5,2,4
shp,68,0,5,5,10,5,5,10,10,6,8
shp,55,10,10,2,8,10,10,8,8,1,0
shp,54,7,8,10,9,2,8,9,7,2,8
shp,75,8,5,6,8,7,5,5,5,2,3
shp,63,8,6,10,9,10,10,4,8,2,7
shp,47,9,9,6,8,7,9,3,8,3,3
shp,42,8,5,9,9,10,8,8,9,3,6
shp,15,9,7,5,8,5,7,6,6,3,6
shp,42,8,8,8,8,9,8,5,7,2,3
shp,69,2,0,9,9,6,9,5,5,2,3
shp,63,9,9,6,8,10,9,10,10,2,3
shp,66,5,7,5,7,5,6,6,4,5,5
shp,67,7,7,5,8,2,5,5,8,2,2
shp,77,8,5,8,10,8,7,7,7,2,1
shp,47,10,3,9,8,10,10,8,8,2,1
shp,49,6,7,4,7,7,6,6,7,5,4
shp,43,7,8,3,10,9,7,10,2,4,2
shp,56,5,8,10,10,5,6,6,7,-0,0
shp,57,9,8,6,9,3,7,7,8,2,2
shp,18,7,7,4,8,7,8,5,8,3,3
shp,52,9,7,7,7,8,9,4,7,2,2
shp,61,8,7,4,9,7,7,6,7,4,7
shp,40,10,4,6,9,9,9,7,9,3,3
shp,61,5,3,7,8,10,7,7,7,3,3
shp,91,8,9,3,8,5,7,6,7,2,4
shp,48,6,7,10,10,10,9,6,10,1,3
shp,48,8,10,10,10,9,8,10,10,3,5
shp,15,8,5,3,7,6,8,9,8,2,6
shp,55,6,8,9,8,5,6,8,5,5,1
shp,50,8,10,10,9,10,9,6,9,7,0
shp,14,7,1,5,10,7,7,2,7,3,2
shp,76,8,8,3,8,3,8,8,9,1,5
shp,76,9,10,10,8,8,8,10,2,2,2
shp,50,5,5,8,9,3,8,7,8,3,3
shp,47,5,1,5,9,2,6,5,8,5,4
shp,46,9,7,7,8,5,7,5,9,1,1
shp,50,10,8,8,9,7,6,7,7,4,7
shp,14,9,9,8,8,7,8,8,8,3,4
shp,39,8,3,9,9,10,9,9,7,1,1
shp,46,5,2,6,7,9,10,8,8,5,4
shp,21,8,6,3,9,5,8,2,10,4,3
shp,55,10,10,7,10,6,9,6,7,-0,5
shp,52,4,9,8,7,10,5,8,9,2,1
shp,17,2,10,4,7,3,5,8,9,2,7
shp,16,9,3,7,5,5,6,8,7,5,4
shp,14,7,8,9,8,2,8,7,3,2,5
shp,78,5,8,10,10,2,5,3,8,-0,2
shp,45,8,10,5,10,10,9,7,6,2,4
shp,42,9,8,8,9,9,9,5,8,2,2
shp,82,3,4,10,8,5,10,10,8,2,2
shp,70,8,3,3,7,10,8,5,4,3,7
shp,45,8,8,8,10,8,8,5,8,1,0
shp,75,9,8,8,9,8,9,8,8,3,2
shp,71,7,6,5,7,5,7,5,7,5,6
shp,45,5,2,4,7,7,7,6,6,5,5
shp,39,6,2,7,7,4,6,4,6,3,5
shp,41,6,0,10,8,10,8,10,5,5,3
shp,48,7,2,6,8,5,8,7,8,3,3
shp,19,5,2,5,8,6,8,5,8,4,4
shp,15,3,0,10,8,8,7,8,6,6,1
shp,38,4,5,10,8,10,7,10,7,6,6
shp,38,8,5,4,8,10,7,5,8,2,2
shp,53,7,7,8,7,3,6,6,9,7,8
shp,49,9,7,6,9,3,8,6,8,2,3
shp,19,10,6,7,9,6,8,8,8,5,6
shp,15,8,2,3,7,7,8,5,8,5,6
shp,74,7,8,8,7,10,9,5,5,1,0
shp,72,5,10,9,9,4,10,6,8,6,6
shp,52,7,5,4,7,6,7,4,7,4,6
shp,74,5,7,10,8,5,8,10,10,3,3
shp,74,7,4,8,8,6,7,10,8,2,3
shp,47,9,5,5,8,9,9,7,8,4,5
shp,45,8,4,9,9,5,9,9,6,1,1
shp,60,7,6,4,8,4,7,5,7,2,4
shp,44,7,5,9,9,5,7,6,4,2,1
shp,50,4,3,4,6,6,8,9,7,2,2
shp,56,8,3,8,10,10,8,8,7,3,5
shp,22,9,4,6,8,5,9,6,7,2,3
shp,85,6,9,7,7,9,8,8,7,3,3
shp,42,8,10,8,8,7,8,6,5,8,8
shp,15,8,8,7,9,3,9,6,9,2,4
shp,60,4,3,8,7,7,5,8,5,6,5
shp,62,8,10,6,8,10,8,7,8,2,4
shp,62,5,8,9,8,3,6,8,7,3,2
shp,36,7,7,7,8,8,7,7,8,2,2
shp,31,5,4,9,7,5,6,8,6,3,1
shp,32,10,10,10,9,10,10,8,8,2,3
shp,36,9,10,6,8,9,9,5,9,4,1
shp,63,7,4,10,10,5,8,10,8,2,5
shp,64,7,7,7,7,5,7,6,6,3,3
shp,41,7,7,6,10,1,6,4,9,2,2
shp,37,7,0,8,10,10,10,7,8,3,4
shp,52,8,3,10,9,10,9,3,8,2,0
shp,21,9,10,4,10,10,10,8,9,-0,2
shp,19,7,3,8,9,10,10,10,3,2,2
shp,16,8,5,10,7,10,9,5,8,2,5
shp,45,8,6,4,8,3,5,8,9,2,3
shp,45,7,7,7,8,5,6,7,8,2,2
shp,54,9,8,3,9,5,7,7,8,2,4
shp,46,8,5,9,8,8,8,8,8,2,2
shp,15,6,5,9,8,4,9,8,8,3,5
shp,62,8,5,7,8,8,8,6,6,2,4
shp,64,5,8,9,7,9,8,7,8,4,1
shp,67,5,9,7,8,9,10,7,9,6,8
shp,63,3,5,5,8,5,5,5,7,2,1
shp,51,2,6,5,5,7,4,8,5,5,4
shp,19,7,7,8,6,8,8,7,6,4,5
shp,86,10,4,5,10,8,8,6,7,2,2
shp,42,7,10,5,8,4,8,6,6,3,5
shp,36,7,8,8,9,5,9,7,8,2,3
shp,40,10,6,8,9,10,10,10,6,2,2
shp,72,4,2,7,8,3,8,5,7,3,3
shp,44,9,5,10,10,10,10,10,10,1,1
shp,18,10,5,10,10,8,10,5,8,1,0
shp,16,9,10,10,8,2,8,10,8,3,5
shp,46,6,5,10,9,9,7,10,5,2,2
shp,43,7,6,5,9,6,7,7,8,4,6
shp,19,8,4,5,7,5,7,5,5,3,5
shp,18,7,2,2,7,8,9,7,8,2,5
shp,16,6,2,5,7,4,9,7,6,6,4
shp,62,7,4,2,7,10,8,7,7,3,7
shp,58,8,7,1,8,6,8,3,7,3,7
shp,54,7,2,4,9,5,5,4,7,3,3
shp,41,4,0,7,9,4,5,3,5,6,5
shp,16,4,0,5,9,7,6,5,8,4,5
shp,14,8,1,7,10,3,7,8,9,-0,3
shp,53,8,6,6,8,8,9,5,8,3,3
shp,27,4,2,9,5,8,8,7,8,2,6
shp,57,5,3,6,8,6,8,7,8,3,3
shp,71,7,6,8,9,7,7,6,8,2,4
shp,72,9,3,5,7,2,9,10,10,5,0
shp,47,7,3,8,7,10,7,3,7,5,5
shp,52,8,10,7,10,5,7,3,5,6,7
shp,50,7,5,5,8,5,6,5,7,3,5
shp,20,9,7,5,8,5,7,2,8,3,8
shp,17,7,4,8,9,5,8,3,9,2,2
shp,41,3,2,8,8,2,3,6,6,3,7
shp,48,10,10,4,9,6,9,4,5,4,2
shp,52,2,2,8,8,7,8,8,8,3,0
shp,52,5,7,8,8,8,8,6,8,2,2
shp,19,8,10,8,8,8,7,7,8,2,3
shp,17,6,1,7,8,10,8,6,7,2,6
shp,70,7,6,7,7,7,8,8,8,4,2
shp,66,6,4,7,8,5,8,5,5,4,5
shp,63,8,1,3,6,3,9,5,7,2,7
shp,62,9,10,10,9,10,9,9,5,9,7
shp,60,7,5,7,8,5,8,7,6,2,3
shp,59,8,0,10,8,10,8,9,8,3,4
shp,66,6,10,6,8,6,7,7,8,5,3
shp,53,8,5,6,8,7,8,8,8,2,2
shp,17,10,10,8,8,7,8,4,7,1,3
shp,60,8,4,4,9,5,7,7,7,4,6
shp,57,8,7,6,8,6,7,7,7,2,4
shp,29,9,9,6,8,10,7,8,9,2,2
shp,41,4,5,4,8,7,9,8,9,5,6
shp,37,9,5,4,7,10,10,4,5,7,6
shp,64,7,8,7,8,5,8,7,7,2,6
shp,58,7,10,10,9,10,8,7,8,2,0
shp,77,5,10,5,8,1,1,9,8,2,5
shp,69,7,5,6,7,1,8,10,5,4,6
shp,36,7,1,7,10,9,6,2,8,4,2
shp,42,3,2,5,8,10,10,7,8,4,1
shp,67,8,6,5,10,8,8,3,5,2,4
shp,52,7,2,8,8,2,3,7,6,2,3
shp,60,8,8,10,9,6,8,7,8,3,2
shp,51,8,3,10,9,5,8,7,8,4,2
shp,42,8,3,7,8,5,8,7,8,2,3
shp,41,3,3,5,8,4,7,6,5,4,3
shp,15,8,7,9,6,7,7,7,7,3,3
shp,45,8,8,7,8,8,8,5,8,5,5
shp,66,6,5,6,9,2,8,5,7,2,5
shp,74,6,4,3,8,10,8,4,5,5,7
shp,57,8,8,7,9,5,7,5,7,2,5
shp,68,7,5,7,9,8,9,5,8,1,1
shp,65,10,10,10,10,10,7,10,8,5,3
shp,68,8,7,5,8,8,7,6,8,7,8
shp,40,3,7,7,8,6,4,6,6,4,7
shp,42,4,7,8,7,3,3,4,3,6,3
shp,39,8,3,10,10,10,9,9,9,1,0
shp,33,8,2,7,9,8,10,10,9,-0,0
shp,65,8,9,9,8,5,8,9,6,2,3
shp,62,7,0,10,10,10,10,10,8,-0,0
shp,67,10,10,5,9,4,8,9,8,4,2
shp,20,8,0,4,7,10,9,5,7,4,8
shp,17,8,4,5,10,10,10,4,5,2,4
shp,50,7,0,10,10,6,8,7,7,2,4
shp,50,7,5,5,8,5,6,5,8,2,6
shp,50,8,5,5,6,8,7,5,7,5,4
shp,28,10,7,6,7,8,8,4,9,3,7
shp,24,7,6,5,8,8,7,5,8,3,3
shp,27,6,6,6,7,3,7,8,8,3,3
shp,54,8,3,5,5,7,7,8,8,6,8
shp,21,9,5,5,8,5,5,8,8,5,8
shp,16,7,7,7,5,8,5,9,8,2,2
shp,77,8,2,10,10,10,10,10,6,-0,0
shp,33,5,2,7,8,8,7,6,8,3,2
shp,25,6,2,7,8,5,7,7,7,3,3
shp,61,4,8,8,8,5,7,5,7,5,3
shp,29,7,3,8,7,10,10,4,10,1,0
shp,32,8,8,7,8,9,9,8,8,1,3
shp,68,7,5,6,8,4,8,6,7,3,5
shp,65,6,5,6,8,4,7,5,6,3,5
shp,80,6,3,9,10,3,7,10,7,3,2
shp,65,8,5,8,10,8,10,8,4,2,2
shp,73,7,10,10,10,8,10,6,10,-0,0
shp,60,4,5,5,7,5,7,6,6,5,5
shp,83,6,8,2,8,4,6,4,8,2,6
shp,57,6,7,6,9,5,10,5,6,2,3
shp,27,8,5,7,8,5,6,6,7,4,7
shp,28,3,7,7,8,7,8,7,7,6,5
shp,60,7,3,10,7,10,9,10,7,1,0
shp,79,5,6,3,8,5,5,10,5,4,5
shp,68,8,7,7,9,3,9,7,8,4,7
shp,46,8,6,7,7,7,7,5,7,3,5
shp,62,7,3,8,7,8,7,7,7,3,2
shp,49,5,2,9,10,2,8,2,8,4,6
shp,18,9,7,7,8,7,9,7,8,2,7
shp,16,7,4,6,7,5,6,6,7,5,6
shp,46,9,2,1,9,2,7,6,9,2,2
shp,42,5,0,10,10,10,10,7,10,-0,3
shp,16,9,0,1,8,9,9,8,6,2,1
shp,14,5,2,8,8,4,9,8,7,2,5
shp,65,8,5,9,8,8,9,8,8,1,4
shp,43,9,7,5,7,4,8,6,7,2,3
shp,56,2,0,-0,10,9,10,2,9,2,8
shp,45,8,8,6,9,6,8,8,8,2,2
shp,42,9,8,10,10,10,10,7,10,3,2
shp,43,8,0,10,9,3,8,5,7,3,0
shp,15,7,2,2,7,2,8,4,7,4,7
shp,78,6,4,8,9,5,7,6,8,2,4
shp,44,6,3,8,9,8,8,10,9,2,3
shp,40,8,8,6,8,8,9,8,8,3,2
shp,62,8,10,9,10,5,10,7,8,2,8
shp,65,5,2,8,8,10,7,10,7,2,5
shp,36,7,7,6,9,6,9,6,9,2,2
shp,62,9,8,7,8,8,6,6,7,4,6
shp,50,7,3,8,9,4,5,7,5,1,1
shp,52,6,10,6,9,2,8,4,8,3,7
shp,54,7,4,7,8,3,6,4,4,4,7
shp,78,3,7,8,6,8,8,9,8,5,3
shp,39,5,6,8,8,7,5,8,7,3,7
shp,44,6,2,8,8,5,7,6,7,2,2
shp,41,9,9,5,5,2,9,9,8,9,6
shp,16,7,6,2,6,7,9,5,8,6,4
shp,50,8,5,7,8,8,7,6,7,2,4
shp,49,9,10,10,9,10,10,10,9,2,1
shp,16,10,7,-0,10,6,9,6,9,7,10
shp,14,9,2,8,8,2,10,9,8,3,4
shp,47,7,7,8,8,5,7,7,7,6,2
